COD_DIGNIDAD|COD_PROVINCIA|COD_CANTON|COD_CIRCUNSCRIPCION|COD_PARROQUIA|COD_ZONA|NUM_JUNTA|SEX_JUNTA|COD_JUNTA|NUM_PARTIDO|COD_PARTIDO|NUM_SUF_ACTA|BLANCOS|NULOS|FIN_RESULTADO
1|1|260|0|285|1|20|M|51053|21006|1021|272|6|31|70
1|1|260|0|285|1|21|F|51021|1005|1030|279|6|36|96
1|1|260|0|285|1|21|F|51021|21006|1021|288|6|35|54
1|1|260|0|285|1|21|M|51054|1005|1030|276|3|14|77
1|1|260|0|285|1|21|M|51054|21006|1021|288|3|24|50
1|1|260|0|285|1|22|F|51022|1005|1030|304|3|19|105
1|1|260|0|285|1|22|F|51022|21006|1021|307|3|17|88
1|1|260|0|285|1|22|M|51055|1005|1030|268|4|26|91
1|1|260|0|285|1|22|M|51055|21006|1021|273|43|10|27
1|1|260|0|285|1|23|F|51023|1005|1030|288|7|48|87
1|1|260|0|285|1|23|F|51023|21006|1021|301|7|34|24
1|1|260|0|285|1|23|M|51056|1005|1030|272|2|24|87
1|1|260|0|285|1|23|M|51056|21006|1021|274|2|19|73
1|1|260|0|285|1|24|F|51024|1005|1030|302|9|32|87
1|1|260|0|285|1|24|F|51024|21006|1021|295|9|37|43
1|1|260|0|285|1|24|M|51057|1005|1030|295|17|36|141
1|1|260|0|285|1|24|M|51057|21006|1021|281|7|32|37
1|1|260|0|285|1|25|F|51025|1005|1030|292|7|19|103
1|1|260|0|285|1|25|F|51025|21006|1021|283|7|20|54
1|1|260|0|285|1|25|M|51058|1005|1030|294|7|17|109
1|1|260|0|285|1|25|M|51058|21006|1021|293|7|111|24
1|1|260|0|285|1|26|F|51026|1005|1030|288|7|24|110
1|1|260|0|285|1|26|F|51026|21006|1021|296|7|35|47
1|1|260|0|285|1|26|M|51059|1005|1030|284|16|17|139
1|1|260|0|285|1|26|M|51059|21006|1021|285|16|17|71
1|1|260|0|285|1|27|F|51027|1005|1030|278|7|28|108
1|1|260|0|285|1|27|F|51027|21006|1021|281|7|30|40
1|1|260|0|285|1|27|M|51060|1005|1030|284|7|20|107
1|1|260|0|285|1|27|M|51060|21006|1021|278|7|12|54
1|1|260|0|285|1|28|F|51028|1005|1030|290|11|11|106
1|1|260|0|285|1|28|F|51028|21006|1021|280|11|10|54
1|1|260|0|285|1|28|M|51061|1005|1030|283|3|11|108
1|1|260|0|285|1|28|M|51061|21006|1021|275|3|30|49
1|1|260|0|285|1|29|F|51029|1005|1030|288|8|36|96
1|1|260|0|285|1|29|F|51029|21006|1021|285|8|31|39
1|1|260|0|285|1|29|M|51062|1005|1030|283|9|20|108
1|1|260|0|285|1|29|M|51062|21006|1021|299|9|30|53
1|1|260|0|285|1|30|F|51030|1005|1030|304|7|38|96
1|1|260|0|285|1|30|F|51030|21006|1021|294|7|35|79
1|1|260|0|285|1|30|M|51063|1005|1030|255|1|12|59
1|1|260|0|285|1|30|M|51063|21006|1021|251|1|9|22
1|1|260|0|285|1|31|F|51031|1005|1030|286|9|24|70
1|1|260|0|285|1|31|F|51031|21006|1021|297|9|26|57
1|1|260|0|285|1|32|F|51032|1005|1030|287|5|41|102
1|1|260|0|285|1|32|F|51032|21006|1021|288|5|42|48
1|1|260|0|285|1|33|F|51033|1005|1030|228|5|32|66
1|1|260|0|285|1|33|F|51033|21006|1021|217|5|22|20
1|1|260|0|285|2|1|F|51064|1005|1030|139|2|7|47
1|1|260|0|285|2|1|F|51064|21006|1021|135|2|10|33
1|1|260|0|285|2|1|M|51065|1005|1030|110|1|8|41
1|1|260|0|285|2|1|M|51065|21006|1021|99|1|15|15
1|1|260|0|730|0|1|F|51066|1005|1030|300|5|33|74
1|1|260|0|730|0|1|F|51066|21006|1021|292|5|28|14
1|1|260|0|730|0|1|M|51075|1005|1030|253|7|13|92
1|1|260|0|730|0|1|M|51075|21006|1021|255|7|5|23
1|1|260|0|730|0|2|F|51067|1005|1030|296|7|33|75
1|1|260|0|730|0|2|F|51067|21006|1021|294|7|35|25
1|1|260|0|730|0|2|M|51076|1005|1030|254|4|23|84
1|1|260|0|730|0|2|M|51076|21006|1021|256|4|20|37
1|1|260|0|730|0|3|F|51068|1005|1030|293|7|33|64
1|1|260|0|730|0|3|F|51068|21006|1021|307|7|32|20
1|1|260|0|730|0|3|M|51077|1005|1030|266|11|7|62
1|1|260|0|730|0|3|M|51077|21006|1021|277|11|7|4
1|1|260|0|730|0|4|F|51069|1005|1030|307|6|17|65
1|1|260|0|730|0|4|F|51069|21006|1021|307|6|32|1
1|1|260|0|730|0|4|M|51078|1005|1030|274|0|19|73
1|1|260|0|730|0|4|M|51078|21006|1021|278|0|22|21
1|1|260|0|730|0|5|F|51070|1005|1030|306|5|22|95
1|1|260|0|730|0|5|F|51070|21006|1021|314|5|30|22
1|1|260|0|730|0|5|M|51079|1005|1030|279|5|20|77
1|1|260|0|730|0|5|M|51079|21006|1021|288|5|22|36
1|1|260|0|730|0|6|F|51071|1005|1030|283|4|27|73
1|1|260|0|730|0|6|F|51071|21006|1021|292|4|22|13
1|1|260|0|730|0|6|M|51080|1005|1030|272|3|7|73
1|1|260|0|730|0|6|M|51080|21006|1021|266|3|17|18
1|1|260|0|730|0|7|F|51072|1005|1030|308|25|26|65
1|1|260|0|730|0|7|F|51072|21006|1021|299|25|30|6
1|1|260|0|730|0|7|M|51081|1005|1030|292|7|27|49
1|1|260|0|730|0|7|M|51081|21006|1021|303|7|30|26
1|1|260|0|730|0|8|F|51073|1005|1030|315|11|23|54
1|1|260|0|730|0|8|F|51073|21006|1021|300|11|8|21
1|1|260|0|730|0|9|F|51074|1005|1030|181|7|4|41
1|1|260|0|730|0|9|F|51074|21006|1021|183|7|11|16
1|1|260|0|845|1|1|F|51082|1005|1030|258|36|54|101
1|1|260|0|845|1|1|F|51082|21006|1021|258|36|67|14
1|1|260|0|845|1|1|M|51084|1005|1030|240|23|27|139
1|1|260|0|845|1|1|M|51084|21006|1021|250|23|39|22
1|1|260|0|845|1|2|F|51083|1005|1030|79|6|2|51
1|1|260|0|845|1|2|F|51083|21006|1021|74|6|12|14
1|1|260|0|845|1|2|M|51085|1005|1030|106|10|14|28
1|1|260|0|845|1|2|M|51085|21006|1021|106|10|6|14
1|1|260|0|845|2|1|F|51086|1005|1030|79|5|14|32
1|1|260|0|845|2|1|F|51086|21006|1021|70|5|14|7
1|1|260|0|845|2|1|M|51087|1005|1030|65|10|7|15
1|1|260|0|845|2|1|M|51087|21006|1021|65|10|6|0
1|1|260|0|845|3|1|F|51088|1005|1030|50|9|12|8
1|1|260|0|845|3|1|F|51088|21006|1021|41|9|4|9
1|1|260|0|845|3|1|M|51089|1005|1030|41|8|18|16
1|1|260|0|845|3|1|M|51089|21006|1021|49|8|20|5
1|1|260|0|845|4|1|F|51090|1005|1030|49|0|2|18
1|1|260|0|845|4|1|F|51090|21006|1021|50|0|1|9
1|1|260|0|845|4|1|M|51091|1005|1030|30|1|13|16
1|1|260|0|845|4|1|M|51091|21006|1021|48|1|15|10
1|1|260|0|860|0|1|F|51092|1005|1030|231|22|16|107
1|1|260|0|860|0|1|F|51092|21006|1021|237|22|25|17
1|1|260|0|860|0|1|M|51097|1005|1030|221|10|22|85
1|1|260|0|860|0|1|M|51097|21006|1021|217|10|18|36
1|1|260|0|860|0|2|F|51093|1005|1030|224|14|24|72
1|1|260|0|860|0|2|F|51093|21006|1021|215|14|24|15
1|1|260|0|860|0|2|M|51098|1005|1030|212|8|15|90
1|1|260|0|860|0|2|M|51098|21006|1021|224|8|13|34
1|1|260|0|860|0|3|F|51094|1005|1030|249|8|28|60
1|1|260|0|860|0|3|F|51094|21006|1021|243|8|35|38
1|1|260|0|860|0|3|M|51099|1005|1030|203|5|29|76
1|1|260|0|860|0|3|M|51099|21006|1021|215|5|22|14
1|1|260|0|860|0|4|F|51095|1005|1030|220|19|27|57
1|1|260|0|860|0|4|F|51095|21006|1021|230|19|28|24
1|1|260|0|860|0|4|M|51100|1005|1030|164|3|12|35
1|1|260|0|860|0|4|M|51100|21006|1021|174|3|25|39
1|1|260|0|860|0|5|F|51096|1005|1030|136|4|29|52
1|1|260|0|860|0|5|F|51096|21006|1021|133|4|12|12
1|1|260|0|905|0|1|F|51101|1005|1030|232|4|28|62
1|1|260|0|905|0|1|F|51101|21006|1021|239|4|28|30
1|1|260|0|905|0|1|M|51108|1005|1030|238|11|21|61
1|1|260|0|905|0|1|M|51108|21006|1021|253|11|27|15
1|1|260|0|905|0|2|F|51102|1005|1030|233|14|13|73
1|1|260|0|905|0|2|F|51102|21006|1021|234|14|27|30
1|1|260|0|905|0|2|M|51109|1005|1030|255|1|30|100
1|1|260|0|905|0|2|M|51109|21006|1021|247|1|31|23
1|1|260|0|905|0|3|F|51103|1005|1030|256|6|34|44
1|1|260|0|905|0|3|F|51103|21006|1021|259|6|39|30
1|1|260|0|905|0|3|M|51110|1005|1030|255|14|21|61
1|1|260|0|905|0|3|M|51110|21006|1021|262|14|35|17
1|1|260|0|905|0|4|F|51104|1005|1030|253|14|34|90
1|1|260|0|905|0|4|F|51104|21006|1021|253|14|37|22
1|1|260|0|905|0|4|M|51111|1005|1030|264|7|28|79
1|1|260|0|905|0|4|M|51111|21006|1021|271|7|22|34
1|1|260|0|905|0|5|F|51105|1005|1030|265|4|26|63
1|1|260|0|905|0|5|F|51105|21006|1021|254|4|28|28
1|1|260|0|905|0|5|M|51112|1005|1030|245|5|28|69
1|1|260|0|905|0|5|M|51112|21006|1021|243|5|23|31
1|1|260|0|905|0|6|F|51106|1005|1030|251|13|35|57
1|1|260|0|905|0|6|F|51106|21006|1021|244|13|37|15
1|1|260|0|905|0|6|M|51113|1005|1030|113|6|20|149
1|1|260|0|905|0|6|M|51113|21006|1021|131|6|10|30
1|1|260|0|905|0|7|F|51107|1005|1030|136|4|20|51
1|1|260|0|905|0|7|F|51107|21006|1021|145|4|8|18
1|1|260|0|2255|0|1|F|51114|1005|1030|293|5|13|116
1|1|260|0|2255|0|1|F|51114|21006|1021|289|5|19|44
1|1|260|0|2255|0|1|M|51120|1005|1030|279|14|24|110
1|1|260|0|2255|0|1|M|51120|21006|1021|281|14|35|53
1|1|260|0|2255|0|2|F|51115|1005|1030|284|7|33|121
1|1|260|0|2255|0|2|F|51115|21006|1021|285|7|44|42
1|1|260|0|2255|0|2|M|51121|1005|1030|291|5|18|107
1|1|260|0|2255|0|2|M|51121|21006|1021|294|5|26|48
1|1|260|0|2255|0|3|F|51116|1005|1030|278|8|40|105
1|1|260|0|2255|0|3|F|51116|21006|1021|283|8|41|45
1|1|260|0|2255|0|3|M|51122|1005|1030|294|4|27|103
1|1|260|0|2255|0|3|M|51122|21006|1021|303|4|27|59
1|1|260|0|2255|0|4|F|51117|1005|1030|277|10|29|92
1|1|260|0|2255|0|4|F|51117|21006|1021|274|10|32|28
1|1|260|0|2255|0|4|M|51123|1005|1030|298|7|26|114
1|1|260|0|2255|0|4|M|51123|21006|1021|301|7|12|32
1|1|260|0|2255|0|5|F|51118|1005|1030|294|3|34|89
1|1|260|0|2255|0|5|F|51118|21006|1021|287|3|35|17
1|1|260|0|2255|0|5|M|51124|1005|1030|296|4|27|104
1|1|260|0|2255|0|5|M|51124|21006|1021|297|4|29|39
1|1|260|0|2255|0|6|F|51119|1005|1030|187|7|17|72
1|1|260|0|2255|0|6|F|51119|21006|1021|200|7|8|22
1|1|260|0|2430|1|1|F|51125|1005|1030|300|10|31|181
1|1|260|0|2430|1|1|F|51125|21006|1021|296|10|39|37
1|1|260|0|2430|1|1|M|51131|1005|1030|255|24|33|176
1|1|260|0|2430|1|1|M|51131|21006|1021|259|24|23|36
1|1|260|0|2430|1|2|F|51126|1005|1030|270|13|30|186
1|1|260|0|2430|1|2|F|51126|21006|1021|264|13|39|15
1|1|260|0|2430|1|2|M|51132|1005|1030|248|13|19|138
1|1|260|0|2430|1|2|M|51132|21006|1021|251|13|27|38
1|1|260|0|2430|1|3|F|51127|1005|1030|290|7|36|199
1|1|260|0|2430|1|3|F|51127|21006|1021|275|7|28|25
1|1|260|0|2430|1|3|M|51133|1005|1030|270|5|44|156
1|1|260|0|2430|1|3|M|51133|21006|1021|275|5|30|27
1|1|260|0|2430|1|4|F|51128|1005|1030|283|11|35|167
1|1|260|0|2430|1|4|F|51128|21006|1021|286|11|48|27
1|1|260|0|2430|1|4|M|51134|1005|1030|245|11|26|138
1|1|260|0|2430|1|4|M|51134|21006|1021|255|11|22|37
1|1|260|0|2430|1|5|F|51129|1005|1030|273|17|40|153
1|1|260|0|2430|1|5|F|51129|21006|1021|260|17|34|12
1|1|260|0|2430|1|5|M|51135|1005|1030|242|14|25|189
1|1|260|0|2430|1|5|M|51135|21006|1021|244|14|9|18
1|1|260|0|2430|1|6|F|51130|1005|1030|241|24|36|134
1|1|260|0|2430|1|6|F|51130|21006|1021|256|24|32|21
1|1|260|0|2430|1|6|M|51136|1005|1030|236|13|29|131
1|1|260|0|2430|1|6|M|51136|21006|1021|246|13|32|33
1|1|260|0|2430|2|1|F|51137|1005|1030|151|4|17|109
1|1|260|0|2430|2|1|F|51137|21006|1021|139|4|22|11
1|1|260|0|2430|2|1|M|51138|1005|1030|146|6|4|108
1|1|260|0|2430|2|1|M|51138|21006|1021|144|6|4|20
1|1|260|0|2430|3|1|F|51139|1005|1030|233|13|44|140
1|1|260|0|2430|3|1|F|51139|21006|1021|230|13|40|24
1|1|260|0|2430|3|1|M|51140|1005|1030|241|19|16|134
1|1|260|0|2430|3|1|M|51140|21006|1021|243|19|13|39
1|1|260|0|2430|4|1|F|51141|1005|1030|16|2|12|11
1|1|260|0|2430|4|1|F|51141|21006|1021|32|2|13|13
1|1|260|0|2430|4|1|M|51142|1005|1030|34|0|3|24
1|1|260|0|2430|4|1|M|51142|21006|1021|36|0|9|13
1|1|260|0|2430|5|1|F|51143|1005|1030|87|5|3|50
1|1|260|0|2430|5|1|F|51143|21006|1021|86|5|11|12
1|1|260|0|2430|5|1|M|51144|1005|1030|88|0|4|70
1|1|260|0|2430|5|1|M|51144|21006|1021|90|0|3|21
1|1|260|0|2430|6|1|F|51145|1005|1030|33|1|0|32
1|1|260|0|2430|6|1|F|51145|21006|1021|19|1|0|9
1|1|260|0|2430|6|1|M|51146|1005|1030|42|2|4|41
1|1|260|0|2430|6|1|M|51146|21006|1021|29|2|6|0
1|1|260|0|2430|7|1|F|51147|1005|1030|151|7|14|59
1|1|260|0|2430|7|1|F|51147|21006|1021|160|7|24|16
1|1|260|0|2430|7|1|M|51148|1005|1030|141|5|18|67
1|1|260|0|2430|7|1|M|51148|21006|1021|146|5|20|17
1|1|260|0|2430|8|1|F|51149|1005|1030|240|17|38|188
1|1|260|0|2430|8|1|F|51149|21006|1021|246|17|32|24
1|1|260|0|2430|8|1|M|51150|1005|1030|225|21|26|169
1|1|260|0|2430|8|1|M|51150|21006|1021|218|21|31|18
1|1|260|0|2430|9|1|F|51151|1005|1030|84|7|6|61
1|1|260|0|2430|9|1|F|51151|21006|1021|84|7|16|3
1|1|260|0|2430|9|1|M|51152|1005|1030|72|5|8|58
1|1|260|0|2430|9|1|M|51152|21006|1021|81|5|5|2
1|1|260|0|2430|10|1|F|51153|1005|1030|37|1|2|16
1|1|260|0|2430|10|1|F|51153|21006|1021|38|1|13|15
1|1|260|0|2430|10|1|M|51154|1005|1030|57|0|15|15
1|1|260|0|2430|10|1|M|51154|21006|1021|47|0|17|12
1|1|260|0|2570|1|1|F|51155|1005|1030|283|8|13|89
1|1|260|0|2570|1|1|F|51155|21006|1021|285|8|23|85
1|1|260|0|2570|1|1|M|51161|1005|1030|288|2|31|88
1|1|260|0|2570|1|1|M|51161|21006|1021|288|2|16|80
1|1|260|0|2570|1|2|F|51156|1005|1030|293|11|23|98
1|1|260|0|2570|1|2|F|51156|21006|1021|279|11|12|50
1|1|260|0|2570|1|2|M|51162|1005|1030|293|5|28|77
1|1|260|0|2570|1|2|M|51162|21006|1021|278|5|42|86
1|1|260|0|2570|1|3|F|51157|1005|1030|299|6|23|58
1|1|260|0|2570|1|3|F|51157|21006|1021|296|6|33|58
1|1|260|0|2570|1|3|M|51163|1005|1030|266|7|11|83
1|1|260|0|2570|1|3|M|51163|21006|1021|272|7|21|53
1|1|260|0|2570|1|4|F|51158|1005|1030|282|3|32|76
1|1|260|0|2570|1|4|F|51158|21006|1021|286|3|28|88
1|1|260|0|2570|1|4|M|51164|1005|1030|292|6|11|106
1|1|260|0|2570|1|4|M|51164|21006|1021|291|6|28|56
1|1|260|0|2570|1|5|F|51159|1005|1030|291|6|38|72
1|1|260|0|2570|1|5|F|51159|21006|1021|293|6|25|75
1|1|260|0|2570|1|5|M|51165|1005|1030|292|1|25|84
1|1|260|0|2570|1|5|M|51165|21006|1021|290|1|16|57
1|1|260|0|2570|1|6|F|51160|1005|1030|287|6|24|78
1|1|260|0|2570|1|6|F|51160|21006|1021|277|6|21|68
1|1|260|0|2570|1|6|M|51166|1005|1030|204|5|9|34
1|1|260|0|2570|1|6|M|51166|21006|1021|208|5|23|46
1|1|260|0|2570|2|1|F|51167|1005|1030|327|4|29|145
1|1|260|0|2570|2|1|F|51167|21006|1021|331|4|33|104
1|1|260|0|2570|2|1|M|51168|1005|1030|254|5|32|102
1|1|260|0|2570|2|1|M|51168|21006|1021|240|5|17|77
1|1|260|0|2595|0|1|F|51169|1005|1030|227|12|31|116
1|1|260|0|2595|0|1|F|51169|21006|1021|233|12|20|6
1|1|260|0|2595|0|1|M|51173|1005|1030|218|7|26|115
1|1|260|0|2595|0|1|M|51173|21006|1021|209|7|21|31
1|1|260|0|2595|0|2|F|51170|1005|1030|249|11|52|105
1|1|260|0|2595|0|2|F|51170|21006|1021|241|11|52|8
1|1|260|0|2595|0|2|M|51174|1005|1030|244|11|31|114
1|1|260|0|2595|0|2|M|51174|21006|1021|234|11|28|14
1|1|260|0|2595|0|3|F|51171|1005|1030|220|20|31|100
1|1|260|0|2595|0|3|F|51171|21006|1021|225|20|32|19
1|1|260|0|2595|0|3|M|51175|1005|1030|169|6|33|68
1|1|260|0|2595|0|3|M|51175|21006|1021|169|6|17|21
1|1|260|0|2595|0|4|F|51172|1005|1030|126|3|5|51
1|1|260|0|2595|0|4|F|51172|21006|1021|127|3|1|6
1|1|260|0|2680|0|1|F|51176|1005|1030|293|9|18|85
1|1|260|0|2680|0|1|F|51176|21006|1021|302|9|18|40
1|1|260|0|2680|0|1|M|51183|1005|1030|272|6|33|73
1|1|260|0|2680|0|1|M|51183|21006|1021|268|6|29|55
1|1|260|0|2680|0|2|F|51177|1005|1030|299|8|23|84
1|1|260|0|2680|0|2|F|51177|21006|1021|306|8|41|28
1|1|260|0|2680|0|2|M|51184|1005|1030|282|12|22|82
1|1|260|0|2680|0|2|M|51184|21006|1021|278|12|29|19
1|1|260|0|2680|0|3|F|51178|1005|1030|286|6|23|103
1|1|260|0|2680|0|3|F|51178|21006|1021|278|6|18|39
1|1|260|0|2680|0|3|M|51185|1005|1030|308|4|26|100
1|1|260|0|2680|0|3|M|51185|21006|1021|294|4|14|46
1|1|260|0|2680|0|4|F|51179|1005|1030|292|7|8|106
1|1|260|0|2680|0|4|F|51179|21006|1021|280|7|21|22
1|1|260|0|2680|0|4|M|51186|1005|1030|291|4|6|103
1|1|260|0|2680|0|4|M|51186|21006|1021|291|4|6|42
1|1|260|0|2680|0|5|F|51180|1005|1030|296|20|21|81
1|1|260|0|2680|0|5|F|51180|21006|1021|281|20|19|44
1|1|260|0|2680|0|5|M|51187|1005|1030|289|12|15|96
1|1|260|0|2680|0|5|M|51187|21006|1021|293|12|21|46
1|1|260|0|2680|0|6|F|51181|1005|1030|303|4|20|93
1|1|260|0|2680|0|6|F|51181|21006|1021|302|4|26|19
1|1|260|0|2680|0|6|M|51188|1005|1030|188|3|10|75
1|1|260|0|2680|0|6|M|51188|21006|1021|195|3|23|11
1|1|260|0|2680|0|7|F|51182|1005|1030|193|13|23|55
1|1|260|0|2680|0|7|F|51182|21006|1021|192|13|22|13
1|1|260|0|3105|1|1|F|51189|1005|1030|272|22|28|92
1|1|260|0|3105|1|1|F|51189|21006|1021|271|22|25|23
1|1|260|0|3105|1|1|M|51198|1005|1030|259|4|34|65
1|1|260|0|3105|1|1|M|51198|21006|1021|247|4|46|25
1|1|260|0|3105|1|2|F|51190|1005|1030|263|15|29|97
1|1|260|0|3105|1|2|F|51190|21006|1021|265|15|17|9
1|1|260|0|3105|1|2|M|51199|1005|1030|246|13|18|96
1|1|260|0|3105|1|2|M|51199|21006|1021|244|13|22|21
1|1|260|0|3105|1|3|F|51191|1005|1030|295|23|35|114
1|1|260|0|3105|1|3|F|51191|21006|1021|295|23|33|13
1|1|260|0|3105|1|3|M|51200|1005|1030|267|8|23|88
1|1|260|0|3105|1|3|M|51200|21006|1021|267|8|20|17
1|1|260|0|3105|1|4|F|51192|1005|1030|285|15|36|105
1|1|260|0|3105|1|4|F|51192|21006|1021|288|15|20|18
1|1|260|0|3105|1|4|M|51201|1005|1030|258|12|21|103
1|1|260|0|3105|1|4|M|51201|21006|1021|255|12|16|26
1|1|260|0|3105|1|5|F|51193|1005|1030|283|9|32|109
1|1|260|0|3105|1|5|F|51193|21006|1021|299|9|40|31
1|1|260|0|3105|1|5|M|51202|1005|1030|293|12|39|64
1|1|260|0|3105|1|5|M|51202|21006|1021|278|12|33|2
1|1|260|0|3105|1|6|F|51194|1005|1030|281|17|32|79
1|1|260|0|3105|1|6|F|51194|21006|1021|279|17|27|23
1|1|260|0|3105|1|6|M|51203|1005|1030|292|13|14|112
1|1|260|0|3105|1|6|M|51203|21006|1021|293|13|33|5
1|1|260|0|3105|1|7|F|51195|1005|1030|284|19|23|76
1|1|260|0|3105|1|7|F|51195|21006|1021|281|19|20|23
1|1|260|0|3105|1|7|M|51204|1005|1030|252|15|36|94
1|1|260|0|3105|1|7|M|51204|21006|1021|259|15|17|13
1|1|260|0|3105|1|8|F|51196|1005|1030|278|15|33|82
1|1|260|0|3105|1|8|F|51196|21006|1021|273|15|30|15
1|1|260|0|3105|1|8|M|51205|1005|1030|50|3|14|12
1|1|260|0|3105|1|8|M|51205|21006|1021|52|3|18|7
1|1|260|0|3105|1|9|F|51197|1005|1030|153|3|16|42
